,hotel_id,datum_dolaska,datum_kreiranja_rezervacije,datum_odjave,datum_otkazivanja_rezervacije,broj_odraslih_gostiju,broj_djece_gostiju,zemlja_gosta,kanal_prodaje_id,tip_sobe_id,cijena_nocenja,status_rezervacije,rezervacija_id,gost_id,broj_nocenja,ukupno_placeno
797,0,2015-07-30,2015-06-26,2015-07-31,2015-07-30,2,0.0,PRT,2,1,147.12338650049276,Canceled,1314020,1078782,1.0,147.12338650049276
800,0,2015-07-30,2014-04-05,2015-08-02,2015-07-06,2,0.0,PRT,2,1,104.0895076961458,Canceled,1314023,1102996,3.0,312.2685230884374
801,0,2015-07-30,2015-05-25,2015-08-02,2015-06-30,2,0.0,PRT,2,2,113.72307137865926,Canceled,1314024,1042289,3.0,341.16921413597777
802,0,2015-07-30,2014-11-08,2015-08-02,2015-06-11,2,0.0,PRT,2,1,101.29392266992045,Canceled,1314025,1091416,3.0,303.88176800976134
805,0,2015-07-30,2015-01-24,2015-08-02,2015-07-06,2,0.0,PRT,2,1,93.27812500643368,Canceled,1314028,1012967,3.0,279.83437501930104
806,0,2015-07-30,2015-01-29,2015-08-02,2015-06-30,2,0.0,PRT,2,2,168.26631400775312,Canceled,1314029,1077856,3.0,504.7989420232594
809,0,2015-07-30,2015-01-05,2015-08-04,2015-06-08,2,0.0,PRT,2,1,256.4337231569735,Canceled,1314032,1093674,5.0,1282.1686157848674
813,0,2015-07-30,2015-02-10,2015-08-06,2015-06-24,2,0.0,PRT,0,2,129.09292756090392,Canceled,1314036,1011803,7.0,903.6504929263274
817,0,2015-07-31,2015-04-06,2015-08-01,2015-07-06,2,0.0,PRT,2,1,194.25754199297654,Canceled,1314040,1002502,1.0,194.25754199297654
818,0,2015-07-31,2015-04-08,2015-08-01,2015-07-16,2,0.0,PRT,2,2,204.05763701053934,Canceled,1314041,1014978,1.0,204.05763701053934
821,0,2015-07-31,2015-03-05,2015-08-02,2015-07-31,2,0.0,PRT,2,1,193.99558330918768,Canceled,1314044,1007956,2.0,387.99116661837536
824,0,2015-07-31,2015-03-14,2015-08-02,2015-06-16,2,0.0,PRT,2,1,143.2588608877736,Canceled,1314047,1054049,2.0,286.5177217755472
826,0,2015-07-31,2015-04-01,2015-08-02,2015-07-21,2,0.0,PRT,2,1,176.5290251501752,Canceled,1314049,1043661,2.0,353.0580503003504
827,0,2015-07-31,2015-01-02,2015-08-02,2015-07-13,2,0.0,PRT,2,3,325.7448715721102,Canceled,1314050,1012468,2.0,651.4897431442204
831,0,2015-07-31,2014-11-20,2015-08-03,2015-07-14,2,0.0,PRT,0,1,172.46494282521263,Canceled,1314054,1088203,3.0,517.394828475638
832,0,2015-07-31,2015-05-29,2015-08-03,2015-07-11,2,0.0,PRT,2,1,176.055425817642,Canceled,1314055,1007883,3.0,528.166277452926
833,0,2015-07-31,2014-06-06,2015-08-03,2015-07-15,2,0.0,PRT,2,1,199.69085998214618,Canceled,1314056,1005504,3.0,599.0725799464385
834,0,2015-07-31,2015-01-01,2015-08-03,2015-07-15,2,0.0,PRT,2,2,232.1550988290299,Canceled,1314057,1070490,3.0,696.4652964870897
835,0,2015-07-31,2014-12-11,2015-08-03,2015-07-14,2,0.0,PRT,2,1,89.2866721835124,Canceled,1314058,1082050,3.0,267.8600165505372
838,0,2015-07-31,2014-10-25,2015-08-04,2015-07-09,2,0.0,PRT,2,1,200.5758543127531,Canceled,1314061,1104294,4.0,802.3034172510124
843,0,2015-08-01,2015-04-02,2015-08-04,2015-05-12,2,0.0,PRT,2,1,119.71464826028502,Canceled,1314066,1049024,3.0,359.14394478085507
845,0,2015-08-01,2014-11-17,2015-08-02,2015-05-04,2,0.0,PRT,0,2,240.93931901740638,Canceled,1314068,1090794,1.0,240.93931901740638
846,0,2015-08-01,2015-07-06,2015-08-02,2015-07-29,2,0.0,PRT,0,5,197.97066030618566,Canceled,1314069,1001645,1.0,197.97066030618566
847,0,2015-08-01,2015-05-14,2015-08-02,2015-07-16,2,0.0,PRT,2,1,264.46232324385943,Canceled,1314070,1035838,1.0,264.46232324385943
849,0,2015-08-01,2015-07-12,2015-08-02,2015-07-29,2,0.0,PRT,0,4,227.65063485488125,Canceled,1314072,1104406,1.0,227.65063485488125
852,0,2015-08-01,2015-04-30,2015-08-02,2015-07-31,2,0.0,PRT,2,2,191.89053154996455,Canceled,1314075,1091207,1.0,191.89053154996455
853,0,2015-08-01,2015-07-15,2015-08-06,2015-07-29,2,2.0,PRT,0,0,199.8683424713167,Canceled,1314076,1052813,5.0,999.3417123565836
855,0,2015-08-01,2015-03-12,2015-08-07,2015-06-06,2,0.0,PRT,2,1,157.9291629360195,Canceled,1314078,1040223,6.0,947.574977616117
856,0,2015-08-01,2015-05-18,2015-08-08,2015-07-15,2,2.0,PRT,0,0,176.3365736339615,Canceled,1314079,1015372,7.0,1234.3560154377305
858,0,2015-08-01,2015-04-27,2015-08-08,2015-05-22,2,0.0,PRT,2,1,163.60741071592295,Canceled,1314081,1054404,7.0,1145.2518750114607
859,0,2015-08-01,2015-05-17,2015-08-08,2015-05-19,2,0.0,PRT,2,2,153.28414014684697,Canceled,1314082,1097582,7.0,1072.9889810279287
860,0,2015-08-01,2015-02-17,2015-08-08,2015-05-19,2,0.0,PRT,2,1,96.48994214557447,Canceled,1314083,1083859,7.0,675.4295950190213
861,0,2015-08-01,2015-05-18,2015-08-08,2015-06-06,2,1.0,PRT,2,1,191.82918534450636,Canceled,1314084,1061258,7.0,1342.8042974115444
866,0,2015-08-01,2015-06-23,2015-08-11,2015-07-21,2,2.0,PRT,2,0,155.41495007558214,Canceled,1314089,1006658,10.0,1554.1495007558215
867,0,2015-08-01,2015-07-01,2015-08-11,2015-07-22,2,1.0,PRT,2,2,324.2021888503769,Canceled,1314090,1004009,10.0,3242.021888503769
868,0,2015-08-01,2015-06-16,2015-08-15,2015-07-07,2,2.0,PRT,2,0,76.8298385496932,Canceled,1314091,1096123,14.0,1075.6177396957048
870,0,2015-08-02,2014-09-10,2015-08-03,2015-07-08,2,0.0,PRT,2,1,62.22081779670147,Canceled,1314093,1040657,1.0,62.22081779670147
871,0,2015-08-02,2015-07-30,2015-08-04,2015-08-01,2,0.0,PRT,2,1,142.96313477821528,Canceled,1314094,1027938,2.0,285.92626955643055
872,0,2015-08-02,2015-04-09,2015-08-07,2015-06-29,2,0.0,PRT,2,3,138.53178317145452,Canceled,1314095,1090152,5.0,692.6589158572726
873,0,2015-08-02,2015-05-16,2015-08-07,2015-06-29,2,0.0,PRT,2,3,135.37672488395634,Canceled,1314096,1097046,5.0,676.8836244197817
884,0,2015-08-03,2014-11-30,2015-08-05,2015-06-17,2,0.0,PRT,2,2,368.9756321966205,Canceled,1314107,1089613,2.0,737.951264393241
885,0,2015-08-03,2015-01-08,2015-08-07,2015-07-18,2,0.0,PRT,2,2,226.00686250440864,Canceled,1314108,1000565,4.0,904.0274500176346
886,0,2015-08-03,2014-09-21,2015-08-08,2015-07-13,2,0.0,PRT,2,2,108.71816960965747,Canceled,1314109,1028642,5.0,543.5908480482873
887,0,2015-08-03,2015-07-03,2015-08-08,2015-07-24,2,2.0,PRT,2,0,335.7767325086378,Canceled,1314110,1080527,5.0,1678.883662543189
889,0,2015-08-03,2014-11-04,2015-08-10,2015-03-28,2,1.0,PRT,2,1,107.99278131840583,Canceled,1314112,1030031,7.0,755.9494692288408
891,0,2015-08-03,2014-11-19,2015-08-10,2015-07-06,2,0.0,PRT,2,1,113.73169386655788,Canceled,1314114,1043680,7.0,796.1218570659051
892,0,2015-08-03,2015-02-17,2015-08-10,2015-07-23,2,0.0,PRT,2,1,156.538744661847,Canceled,1314115,1076919,7.0,1095.771212632929
896,0,2015-08-04,2015-05-11,2015-08-07,2015-07-29,1,0.0,PRT,0,5,210.13308417251702,Canceled,1314119,1029356,3.0,630.3992525175511
897,0,2015-08-04,2015-07-01,2015-08-07,2015-07-06,2,0.0,PRT,2,1,247.36002441832582,Canceled,1314120,1085611,3.0,742.0800732549775
900,0,2015-08-04,2015-05-14,2015-08-08,2015-07-21,2,0.0,PRT,2,2,262.57574712323986,Canceled,1314123,1034392,4.0,1050.3029884929595
909,0,2015-08-05,2015-04-22,2015-08-06,2015-08-05,2,0.0,PRT,0,2,214.16822087584424,Canceled,1314132,1101140,1.0,214.16822087584424
912,0,2015-08-05,2015-04-04,2015-08-08,2015-07-04,2,0.0,PRT,2,1,278.2259350840728,Canceled,1314135,1089994,3.0,834.6778052522184
913,0,2015-08-05,2015-05-28,2015-08-09,2015-06-15,2,0.0,PRT,2,2,230.90049889246765,Canceled,1314136,1022515,4.0,923.6019955698706
916,0,2015-08-05,2015-01-12,2015-08-10,2015-07-23,2,0.0,PRT,2,3,275.5892905983334,Canceled,1314139,1058005,5.0,1377.9464529916668
917,0,2015-08-05,2015-03-29,2015-08-10,2015-07-22,2,0.0,PRT,2,2,384.53191294654107,Canceled,1314140,1092082,5.0,1922.6595647327053
920,0,2015-08-05,2015-04-07,2015-08-13,2015-04-22,2,0.0,PRT,2,1,344.8596170271048,Canceled,1314143,1055493,8.0,2758.876936216838
921,0,2015-08-06,2015-01-03,2015-08-07,2015-06-05,1,0.0,PRT,0,1,178.10875659113862,Canceled,1314144,1016403,1.0,178.10875659113862
923,0,2015-08-06,2015-01-30,2015-08-09,2015-05-20,2,0.0,PRT,2,1,70.15012451799822,Canceled,1314146,1062602,3.0,210.45037355399467
929,0,2015-08-06,2014-10-29,2015-08-10,2015-07-21,3,0.0,PRT,2,2,194.89640530919266,Canceled,1314152,1069718,4.0,779.5856212367706
936,0,2015-08-07,2015-02-02,2015-08-09,2015-06-22,2,2.0,PRT,2,6,462.20087633726985,Canceled,1314159,1096834,2.0,924.4017526745397
938,0,2015-08-07,2015-02-25,2015-08-09,2015-07-27,2,0.0,PRT,2,2,271.76701792956896,Canceled,1314161,1056608,2.0,543.5340358591379
943,0,2015-08-07,2015-07-26,2015-08-11,2015-08-04,2,2.0,PRT,2,4,400.25755339168705,Canceled,1314166,1038796,4.0,1601.0302135667482
945,0,2015-08-07,2014-12-15,2015-08-11,2015-07-14,2,0.0,PRT,2,1,177.3382590485985,Canceled,1314168,1002475,4.0,709.353036194394
949,0,2015-08-07,2015-03-19,2015-08-13,2015-06-27,2,0.0,PRT,2,1,151.49421268265849,Canceled,1314172,1010463,6.0,908.9652760959509
950,0,2015-08-07,2015-04-03,2015-08-14,2015-07-09,2,2.0,PRT,2,0,269.3038278744348,Canceled,1314173,1084569,7.0,1885.1267951210434
953,0,2015-08-07,2015-02-03,2015-08-14,2015-05-14,2,0.0,PRT,2,1,218.69921239786402,Canceled,1314176,1081675,7.0,1530.8944867850482
957,0,2015-08-08,2014-11-27,2015-08-09,2015-07-27,2,0.0,PRT,2,3,236.51407671101956,Canceled,1314180,1037782,1.0,236.51407671101956
958,0,2015-08-08,2014-11-13,2015-08-10,2015-07-09,2,0.0,PRT,2,1,215.41302549793377,Canceled,1314181,1032796,2.0,430.82605099586755
966,0,2015-08-08,2014-12-06,2015-08-12,2015-04-06,2,0.0,PRT,2,1,115.76477287744135,Canceled,1314189,1035535,4.0,463.0590915097654
967,0,2015-08-08,2014-12-22,2015-08-14,2015-06-17,2,0.0,PRT,2,2,239.14387446792568,Canceled,1314190,1001148,6.0,1434.863246807554
968,0,2015-08-08,2015-06-08,2015-08-15,2015-06-22,2,0.0,PRT,2,2,369.95391807132364,Canceled,1314191,1090728,7.0,2589.6774264992655
970,0,2015-08-08,2014-10-27,2015-08-15,2015-08-08,2,0.0,PRT,0,1,288.3740674476003,No-Show,1314193,1022171,7.0,2018.618472133202
972,0,2015-08-08,2015-07-27,2015-08-15,2015-07-27,2,2.0,PRT,2,0,99.67183099669543,Canceled,1314195,1106670,7.0,697.702816976868
974,0,2015-08-08,2015-04-24,2015-08-15,2015-08-08,2,0.0,PRT,0,5,135.70833914583636,Canceled,1314197,1083719,7.0,949.9583740208545
977,0,2015-08-08,2015-02-24,2015-08-15,2015-05-16,2,0.0,PRT,2,1,88.4862947997978,Canceled,1314200,1021560,7.0,619.4040635985846
978,0,2015-08-08,2015-07-12,2015-08-15,2015-08-08,2,0.0,PRT,2,1,129.9578697243485,Canceled,1314201,1007268,7.0,909.7050880704396
987,0,2015-08-09,2015-05-16,2015-08-11,2015-08-01,2,1.0,PRT,0,2,356.1293243139015,Canceled,1314210,1024502,2.0,712.258648627803
988,0,2015-08-09,2013-12-27,2015-08-11,2015-07-30,2,0.0,PRT,2,3,396.13646786451494,Canceled,1314211,1081487,2.0,792.2729357290299
997,0,2015-08-09,2015-02-12,2015-08-15,2015-07-17,2,0.0,PRT,2,1,250.08181062009842,Canceled,1314220,1075718,6.0,1500.4908637205906
1001,0,2015-08-09,2014-12-26,2015-08-16,2015-06-03,2,2.0,PRT,2,4,229.38133602382766,Canceled,1314224,1097756,7.0,1605.6693521667935
1003,0,2015-08-09,2015-01-13,2015-08-16,2015-06-08,2,0.0,PRT,2,2,270.25836048472917,Canceled,1314226,1034431,7.0,1891.8085233931042
1005,0,2015-08-09,2014-09-16,2015-08-23,2015-06-03,2,0.0,PRT,2,1,112.77512255447303,Canceled,1314228,1029954,14.0,1578.8517157626225
1006,0,2015-08-09,2015-04-29,2015-08-23,2015-06-03,1,0.0,PRT,2,1,101.68009952699828,Canceled,1314229,1079634,14.0,1423.521393377976
1009,0,2015-08-10,2015-04-28,2015-08-13,2015-06-25,2,0.0,PRT,2,2,374.2565433002427,Canceled,1314232,1018783,3.0,1122.769629900728
1013,0,2015-08-10,2015-01-21,2015-08-15,2015-05-09,2,0.0,PRT,2,3,211.4246159834243,Canceled,1314236,1007646,5.0,1057.1230799171215
1015,0,2015-08-10,2015-05-16,2015-08-15,2015-06-19,2,0.0,PRT,2,2,178.60451973372219,Canceled,1314238,1049171,5.0,893.022598668611
1020,0,2015-08-10,2014-12-01,2015-08-16,2015-06-24,2,1.0,PRT,0,2,139.3708363561317,Canceled,1314243,1056723,6.0,836.2250181367901
1021,0,2015-08-10,2014-11-10,2015-08-16,2015-07-08,2,0.0,PRT,2,1,264.9671068632192,Canceled,1314244,1032898,6.0,1589.8026411793153
1024,0,2015-08-10,2015-05-08,2015-08-17,2015-07-30,2,1.0,PRT,2,3,127.81292131823129,Canceled,1314247,1020184,7.0,894.6904492276191
1025,0,2015-08-10,2014-10-28,2015-08-17,2015-07-14,2,0.0,PRT,2,1,205.595089414634,Canceled,1314248,1091660,7.0,1439.165625902438
1026,0,2015-08-10,2014-12-03,2015-08-18,2015-06-22,2,0.0,PRT,0,5,250.9382598145902,Canceled,1314249,1064690,8.0,2007.5060785167216
1031,0,2015-08-11,2015-04-03,2015-08-13,2015-08-05,2,0.0,PRT,0,1,207.35839850858588,Canceled,1314254,1094474,2.0,414.71679701717176
1032,0,2015-08-11,2015-01-11,2015-08-13,2015-07-20,2,0.0,PRT,2,2,237.98197035263235,Canceled,1314255,1064273,2.0,475.9639407052647
1033,0,2015-08-11,2015-04-05,2015-08-13,2015-07-20,2,0.0,PRT,0,1,92.58086399180232,Canceled,1314256,1078506,2.0,185.16172798360464
1037,0,2015-08-11,2015-01-22,2015-08-15,2015-06-01,2,0.0,PRT,2,3,169.50939473530138,Canceled,1314260,1044843,4.0,678.0375789412055
1040,0,2015-08-11,2015-07-15,2015-08-15,2015-07-17,1,1.0,PRT,0,0,176.27127471002296,Canceled,1314263,1060638,4.0,705.0850988400919
1041,0,2015-08-11,2015-04-17,2015-08-16,2015-06-25,2,0.0,PRT,2,4,408.3347333841484,Canceled,1314264,1023956,5.0,2041.673666920742
1050,0,2015-08-11,2014-11-26,2015-08-16,2015-06-30,2,0.0,PRT,2,1,107.40218081644072,Canceled,1314273,1096636,5.0,537.0109040822036
1051,0,2015-08-11,2014-05-21,2015-08-16,2015-05-06,2,0.0,PRT,2,1,138.7752417564753,Canceled,1314274,1076605,5.0,693.8762087823766
1055,0,2015-08-11,2014-10-20,2015-08-23,2015-05-06,2,0.0,PRT,2,3,149.81460591015875,Canceled,1314278,1057872,12.0,1797.7752709219048
1057,0,2015-08-11,2015-01-02,2015-08-18,2015-05-23,2,0.0,PRT,2,1,112.93525983327001,Canceled,1314280,1077025,7.0,790.54681883289
1059,0,2015-08-12,2015-08-12,2015-08-13,2015-08-12,1,0.0,PRT,1,1,221.5961729616147,No-Show,1314282,1095176,1.0,221.5961729616147
1060,0,2015-08-12,2015-06-22,2015-08-13,2015-08-12,2,1.0,PRT,0,3,313.15245100855793,Canceled,1314283,1050531,1.0,313.15245100855793
1063,0,2015-08-12,2014-12-07,2015-08-15,2015-08-12,2,0.0,PRT,2,4,259.1190998417762,No-Show,1314286,1021446,3.0,777.3572995253285
1065,0,2015-08-12,2015-04-11,2015-08-16,2015-08-03,2,0.0,PRT,2,2,254.44382894123126,Canceled,1314288,1089573,4.0,1017.775315764925
1066,0,2015-08-12,2014-01-23,2015-08-19,2015-06-19,2,0.0,PRT,2,2,165.63984006270158,Canceled,1314289,1092747,7.0,1159.4788804389111
1067,0,2015-08-12,2015-08-04,2015-08-20,2015-08-11,2,0.0,PRT,2,3,298.450428183713,Canceled,1314290,1029344,8.0,2387.603425469704
1072,0,2015-08-12,2015-02-23,2015-08-26,2015-06-17,2,0.0,PRT,2,1,107.63633589531788,Canceled,1314295,1097910,14.0,1506.9087025344504
1076,0,2015-08-13,2015-07-25,2015-08-14,2015-08-13,2,0.0,PRT,1,3,219.00556809413501,Canceled,1314299,1024430,1.0,219.00556809413501
1077,0,2015-08-13,2015-04-03,2015-08-15,2015-06-22,2,0.0,PRT,2,1,209.48043443527695,Canceled,1314300,1042777,2.0,418.9608688705539
1078,0,2015-08-13,2015-04-26,2015-08-16,2015-06-02,2,0.0,PRT,2,1,205.59527053313255,Canceled,1314301,1066302,3.0,616.7858115993977
1080,0,2015-08-13,2015-08-01,2015-08-16,2015-08-12,2,0.0,PRT,0,1,142.62159424780424,Canceled,1314303,1000100,3.0,427.8647827434127
1082,0,2015-08-13,2015-04-13,2015-08-16,2015-08-12,2,0.0,PRT,0,1,286.52703877473044,Canceled,1314305,1080519,3.0,859.5811163241913
1085,0,2015-08-13,2015-07-27,2015-08-18,2015-08-11,2,0.0,PRT,0,3,308.56121162689465,Canceled,1314308,1046219,5.0,1542.8060581344732
1091,0,2015-08-13,2015-02-08,2015-08-18,2015-07-29,1,0.0,PRT,2,1,167.5990865951402,Canceled,1314314,1000098,5.0,837.995432975701
1092,0,2015-08-13,2015-08-10,2015-08-20,2015-08-11,2,0.0,PRT,2,1,75.17738403640725,Canceled,1314315,1044885,7.0,526.2416882548507
1101,0,2015-08-14,2015-07-02,2015-08-16,2015-08-04,2,2.0,PRT,2,4,338.5182180043397,Canceled,1314324,1096391,2.0,677.0364360086794
1105,0,2015-08-14,2015-05-13,2015-08-18,2015-05-29,2,0.0,PRT,2,1,118.92276082702168,Canceled,1314328,1027253,4.0,475.6910433080867
1106,0,2015-08-14,2014-04-15,2015-08-18,2015-07-31,2,0.0,PRT,2,2,203.57918551939375,Canceled,1314329,1006572,4.0,814.316742077575
1108,0,2015-08-14,2015-04-21,2015-08-18,2015-05-25,2,0.0,PRT,0,5,299.7950375648217,Canceled,1314331,1035452,4.0,1199.1801502592868
1111,0,2015-08-14,2015-01-19,2015-08-21,2015-06-15,3,0.0,PRT,0,2,382.9275697102305,Canceled,1314334,1046149,7.0,2680.4929879716137
1113,0,2015-08-14,2015-02-14,2015-08-21,2015-08-05,2,0.0,PRT,2,3,394.42061514483413,Canceled,1314336,1099190,7.0,2760.9443060138387
1116,0,2015-08-14,2014-12-20,2015-08-21,2015-08-05,2,2.0,PRT,0,0,277.9088220408189,Canceled,1314339,1051792,7.0,1945.3617542857323
1122,0,2015-08-15,2015-01-27,2015-08-20,2015-08-06,2,0.0,PRT,2,1,169.77831052434908,Canceled,1314345,1058747,5.0,848.8915526217454
1123,0,2015-08-15,2014-06-04,2015-08-20,2015-06-08,2,1.0,PRT,2,3,245.0262231920084,Canceled,1314346,1057728,5.0,1225.1311159600418
1124,0,2015-08-15,2015-06-13,2015-08-20,2015-08-05,3,0.0,PRT,2,1,319.9933136655897,Canceled,1314347,1010812,5.0,1599.9665683279486
1126,0,2015-08-15,2015-07-16,2015-08-20,2015-08-05,2,0.0,PRT,2,1,255.2349841943579,Canceled,1314349,1051791,5.0,1276.1749209717896
1128,0,2015-08-15,2015-07-01,2015-08-20,2015-08-05,2,0.0,PRT,2,1,171.2941680531011,Canceled,1314351,1094983,5.0,856.4708402655054
1130,0,2015-08-15,2015-02-09,2015-08-21,2015-06-04,3,0.0,PRT,2,1,207.13645997899945,Canceled,1314353,1096973,6.0,1242.8187598739967
1134,0,2015-08-15,2015-02-17,2015-08-22,2015-07-21,2,0.0,PRT,2,1,240.41946316656473,Canceled,1314357,1007125,7.0,1682.936242165953
1135,0,2015-08-15,2015-05-23,2015-08-22,2015-07-08,2,0.0,PRT,2,2,202.63112594297831,Canceled,1314358,1087891,7.0,1418.4178816008482
1137,0,2015-08-15,2015-05-31,2015-08-22,2015-07-21,2,0.0,PRT,2,1,136.00744431895535,Canceled,1314360,1022760,7.0,952.0521102326875
1140,0,2015-08-15,2014-10-04,2015-08-22,2015-08-04,2,0.0,PRT,2,1,203.98280272671207,Canceled,1314363,1088172,7.0,1427.8796190869843
1142,0,2015-08-15,2015-02-27,2015-08-22,2015-07-25,2,0.0,PRT,2,3,324.7870710238346,Canceled,1314365,1013733,7.0,2273.5094971668423
1145,0,2015-08-15,2015-01-19,2015-08-23,2015-06-11,2,0.0,PRT,2,2,228.9034006443034,Canceled,1314368,1058259,8.0,1831.227205154427
1146,0,2015-08-15,2015-02-03,2015-08-23,2015-06-25,2,1.0,PRT,0,0,264.8280290400116,Canceled,1314369,1035471,8.0,2118.6242323200927
1147,0,2015-08-15,2015-04-08,2015-08-22,2015-07-03,2,0.0,PRT,2,2,162.41745921181686,Canceled,1314370,1032602,7.0,1136.9222144827181
1152,0,2015-08-16,2015-06-22,2015-08-17,2015-08-13,2,0.0,PRT,1,3,106.98194268608495,Canceled,1314375,1014695,1.0,106.98194268608495
1155,0,2015-08-16,2015-05-05,2015-08-17,2015-08-10,2,0.0,PRT,1,3,273.2721074722129,Canceled,1314378,1085038,1.0,273.2721074722129
1160,0,2015-08-16,2015-08-04,2015-08-17,2015-08-10,2,0.0,PRT,1,3,273.8296620293933,Canceled,1314383,1025273,1.0,273.8296620293933
1162,0,2015-08-16,2014-12-21,2015-08-17,2015-08-11,2,0.0,PRT,1,3,221.68001362502739,Canceled,1314385,1098833,1.0,221.68001362502739
1165,0,2015-08-16,2015-02-15,2015-08-20,2015-08-06,2,0.0,PRT,2,3,412.00636866580254,Canceled,1314388,1080106,4.0,1648.0254746632102
1166,0,2015-08-16,2015-03-16,2015-08-20,2015-08-12,2,0.0,PRT,2,1,201.43483992065842,Canceled,1314389,1084014,4.0,805.7393596826337
1169,0,2015-08-16,2014-09-21,2015-08-23,2015-07-18,2,1.0,PRT,2,2,333.7543661510857,Canceled,1314392,1012034,7.0,2336.2805630576
1170,0,2015-08-16,2015-06-11,2015-08-23,2015-06-15,2,0.0,PRT,2,2,236.05418539052278,Canceled,1314393,1028052,7.0,1652.3792977336593
1172,0,2015-08-16,2015-02-11,2015-08-24,2015-06-15,2,0.0,PRT,2,2,177.0234303173421,Canceled,1314395,1035246,8.0,1416.1874425387368
1174,0,2015-08-16,2015-04-21,2015-08-26,2015-05-29,2,0.0,PRT,2,1,138.27655237890417,Canceled,1314397,1025504,10.0,1382.7655237890417
1175,0,2015-08-16,2015-04-06,2015-08-30,2015-07-20,2,2.0,PRT,0,0,279.27018162234157,Canceled,1314398,1078965,14.0,3909.782542712782
1179,0,2015-08-17,2015-07-26,2015-08-21,2015-07-29,2,0.0,PRT,2,1,112.53333269626036,Canceled,1314402,1047393,4.0,450.13333078504144
1185,0,2015-08-17,2014-09-20,2015-08-24,2015-06-19,2,0.0,PRT,2,1,54.943601955213055,Canceled,1314408,1060903,7.0,384.60521368649137
1186,0,2015-08-17,2015-02-03,2015-08-24,2015-03-24,2,1.0,PRT,2,1,178.39531302497986,Canceled,1314409,1013058,7.0,1248.767191174859
1187,0,2015-08-17,2015-01-05,2015-08-24,2015-05-22,2,0.0,PRT,2,1,50.875725833583076,Canceled,1314410,1029106,7.0,356.1300808350815
1190,0,2015-08-17,2015-01-09,2015-08-24,2015-07-27,1,0.0,PRT,2,1,197.73401892420742,Canceled,1314413,1022612,7.0,1384.1381324694519
1194,0,2015-08-17,2014-11-21,2015-08-25,2015-08-03,2,1.0,PRT,2,1,146.76056037089828,Canceled,1314417,1030648,8.0,1174.0844829671862
1195,0,2015-08-17,2015-06-08,2015-08-27,2015-07-01,2,0.0,PRT,2,1,118.98022168972598,Canceled,1314418,1076135,10.0,1189.8022168972598
1196,0,2015-08-18,2015-01-16,2015-08-21,2015-08-07,2,0.0,PRT,2,1,61.270810986788085,Canceled,1314419,1058926,3.0,183.81243296036425
1197,0,2015-08-18,2015-05-14,2015-08-21,2015-07-31,2,0.0,PRT,2,3,156.38571277165784,Canceled,1314420,1025410,3.0,469.1571383149735
1198,0,2015-08-18,2015-08-08,2015-08-19,2015-08-18,2,0.0,PRT,1,3,169.15624963284347,Canceled,1314421,1097242,1.0,169.15624963284347
1201,0,2015-08-18,2015-03-22,2015-08-21,2015-07-31,2,0.0,PRT,2,3,214.50337403829346,Canceled,1314424,1097429,3.0,643.5101221148803
1202,0,2015-08-18,2015-06-03,2015-08-23,2015-08-01,2,0.0,PRT,0,3,254.2849599959829,Canceled,1314425,1062593,5.0,1271.4247999799145
1209,0,2015-08-18,2014-10-06,2015-08-23,2015-05-21,2,0.0,PRT,2,1,109.71774079530478,Canceled,1314432,1031192,5.0,548.5887039765239
1218,0,2015-08-19,2015-04-27,2015-08-23,2015-07-22,2,1.0,PRT,2,2,213.14224710062058,Canceled,1314441,1077268,4.0,852.5689884024823
1222,0,2015-08-19,2015-07-01,2015-08-26,2015-08-03,1,0.0,PRT,0,2,336.7557033438546,Canceled,1314445,1088828,7.0,2357.289923406982
1223,0,2015-08-19,2015-07-16,2015-08-26,2015-08-04,2,0.0,PRT,2,2,398.02965511160886,Canceled,1314446,1035216,7.0,2786.207585781262
1224,0,2015-08-19,2015-07-11,2015-08-23,2015-08-01,2,0.0,PRT,2,2,227.10418374077835,Canceled,1314447,1092015,4.0,908.4167349631134
1225,0,2015-08-19,2015-04-03,2015-08-24,2015-07-31,2,0.0,PRT,2,1,147.32728550593689,Canceled,1314448,1005756,5.0,736.6364275296844
1226,0,2015-08-19,2015-04-09,2015-08-26,2015-08-04,2,0.0,PRT,2,2,256.2741621725158,Canceled,1314449,1015003,7.0,1793.9191352076105
1229,0,2015-08-19,2015-03-21,2015-08-28,2015-06-18,2,0.0,PRT,2,2,308.7601441021957,Canceled,1314452,1036656,9.0,2778.841296919761
1231,0,2015-08-20,2015-06-18,2015-08-22,2015-08-10,2,0.0,PRT,2,3,280.30781450042076,Canceled,1314454,1035545,2.0,560.6156290008415
1236,0,2015-08-20,2015-06-02,2015-08-26,2015-06-30,3,0.0,PRT,2,1,422.337831148971,Canceled,1314459,1000085,6.0,2534.0269868938262
1237,0,2015-08-20,2014-09-25,2015-08-27,2015-07-15,2,0.0,PRT,2,6,176.78243907828892,Canceled,1314460,1056879,7.0,1237.4770735480224
